name	lnl	lat	start	end	type
GAELSCOIL BHAILE BRIGIN,-6.17815,53.6004,09:00,14:00,School
Scoil Chormaic,-6.17753,53.6013,10:00,15:00,School
Bracken Educate Together N.S.,-6.1772,53.6006,11:00,16:00,School
Thornleigh Educate Together National School,-6.23275,53.4721,12:00,17:00,School
Skerries Educate Together National School,-6.13352,53.5831,13:00,18:00,School
Mary Mother of Hope Junior National School,-6.42381,53.4042,14:00,19:00,School
Gaelscoil Ros Eo,-6.10515,53.532,07:00,12:00,School
Holywell Educate Together National School,-6.20821,53.4443,08:00,13:00,School
Hansfield Educate Together National School,-6.42627,53.4047,09:00,14:00,School
Powerstown Educate Together National School,-6.38824,53.4143,10:00,15:00,School
Gaelscoil an Chuilinn,-6.38875,53.4144,11:00,16:00,School
LUCAN B N S,-6.4427,53.3593,12:00,17:00,School
CLOCHAR LORETO N S,-6.27787,53.291,13:00,18:00,School
BALLYROAN    B N S,-6.29348,53.2862,14:00,19:00,School
WHITECHURCH NAT SCHOOL,-6.28132,53.2717,07:00,12:00,School
ST ANDREWS N S,-6.43863,53.36,08:00,13:00,School
HOLY FAMILY NATIONAL SCHOOL,-6.47475,53.28,09:00,14:00,School
SCOIL MHUIRE,-6.43903,53.3587,10:00,15:00,School
RATHFARNHAM PARISH N S,-6.30247,53.2932,11:00,16:00,School
CAISLEAIN NUA LIAMHNA,-6.50124,53.2989,12:00,17:00,School
S N NAOMH CILLIN,-6.34484,53.3249,13:00,18:00,School
S N  NAOMH MHUIRE,-6.44317,53.2785,14:00,19:00,School
SCOIL CARMEL,-6.33634,53.2849,07:00,12:00,School
S N BHAILE EAMONN,-6.2985,53.2685,08:00,13:00,School
GLEN NA SMOL N S,-6.35666,53.2452,09:00,14:00,School
S N BRIOTAS,-6.4514,53.2348,10:00,15:00,School
SCOIL LORCAIN B,-6.36807,53.3522,11:00,16:00,School
SCOIL BRIDE C,-6.36868,53.3519,12:00,17:00,School
ST MARYS SCHOOL,-6.35635,53.2901,13:00,18:00,School
SCOIL MHUIRE,-6.39344,53.3177,14:00,19:00,School
S N NAOMH EOIN,-6.39358,53.3215,07:00,12:00,School
SCOIL NAOMH SEOSAMH,-6.39407,53.3171,08:00,13:00,School
ST PATRICK GNS,-6.29921,53.2861,09:00,14:00,School
ST PETERS B N S,-6.32744,53.3048,10:00,15:00,School
ST PAULS G N S,-6.32831,53.3084,11:00,16:00,School
ST PIUS X N S BOYS,-6.30449,53.3025,12:00,17:00,School
ST PIUS X G N S,-6.30377,53.3024,13:00,18:00,School
SCOIL NAOMH IDE,-6.39127,53.3171,14:00,19:00,School
SCOIL NAOMH AINE,-6.3913,53.3169,07:00,12:00,School
ST MARKS SEN NS,-6.38635,53.2868,08:00,13:00,School
SCOIL MHUIRE BOYS,-6.28293,53.2946,09:00,14:00,School
SCOIL MAELRUAIN JUNIOR,-6.36164,53.2776,10:00,15:00,School
SCOIL MAELRUAIN SENIOR,-6.36201,53.2777,11:00,16:00,School
SN NAOMH COLMCILLE,-6.356,53.2855,12:00,17:00,School
ST KEVINS BOYS,-6.35773,53.3011,13:00,18:00,School
ST KEVINS GIRLS,-6.35798,53.3012,14:00,19:00,School
ST MARKS JUNIOR N S,-6.38591,53.2867,07:00,12:00,School
SCOIL COLMCILLE NAOFA,-6.31507,53.2838,08:00,13:00,School
SCOIL MHUIRE,-6.28835,53.2784,09:00,14:00,School
BISHOP GALVIN NS,-6.31768,53.2978,10:00,15:00,School
SCOIL AENGHUSA JUN NS,-6.34443,53.2928,11:00,16:00,School
SCOIL CHRONAIN,-6.46681,53.2815,12:00,17:00,School
SCOIL NANO NAGLE,-6.41247,53.3259,13:00,18:00,School
TALBOT SENIOR NS,-6.41221,53.3259,14:00,19:00,School
BELGARD HEIGHTS N S,-6.38477,53.2981,07:00,12:00,School
ST THOMAS JUNIOR NATIONAL SCHOOL,-6.44805,53.3484,08:00,13:00,School
SCOIL N AN CROI RO NAOFA,-6.38138,53.2766,09:00,14:00,School
ST KILLIANS JUNIOR SCHOOL,-6.36856,53.3066,10:00,15:00,School
SCOIL TREASA FIRHOUSE,-6.33806,53.2806,11:00,16:00,School
OUR LADY QUEEN OF APOSTLES,-6.40031,53.3264,12:00,17:00,School
NEILLSTOWN N S,-6.39997,53.3367,13:00,18:00,School
MARLEY GRANGE NS,-6.27229,53.2838,14:00,19:00,School
ST MARYS JUNIOR N S,-6.3942,53.3431,07:00,12:00,School
S N AENGHUSA,-6.345,53.2923,08:00,13:00,School
SCOIL IOSA,-6.33962,53.295,09:00,14:00,School
ST MAELRUAINS  N S,-6.39119,53.2822,10:00,15:00,School
SCOIL CNOC MHUIRE SIN,-6.39144,53.2755,11:00,16:00,School
ST MARTIN DE PORRES N S,-6.37057,53.2748,12:00,17:00,School
ST PAULS JUN NS,-6.32744,53.3086,13:00,18:00,School
ST PETER APOSTLE SEN NS,-6.40115,53.3367,14:00,19:00,School
SCOIL SANTAIN,-6.34656,53.2839,07:00,12:00,School
ST MARYS SEN N S,-6.39537,53.3426,08:00,13:00,School
AN CHROI RO NAOFA SOIS,-6.38086,53.2765,09:00,14:00,School
BISHOP SHANAHAN NS,-6.31747,53.2982,10:00,15:00,School
SCOIL AINE NAOFA,-6.44766,53.3489,11:00,16:00,School
ST THOMAS JUNIOR N S,-6.40347,53.2786,12:00,17:00,School
ST RONANS N S,-6.42535,53.323,13:00,18:00,School
ST COLMCILLE SENIOR N S,-6.31569,53.2844,14:00,19:00,School
ST BERNADETTES JUNIOR N S,-6.39694,53.3494,07:00,12:00,School
ST THOMAS SENIOR N S,-6.40229,53.2786,08:00,13:00,School
SCOIL CNOC MHUIRE JUNIOR,-6.3909,53.2756,09:00,14:00,School
ST BRIGIDS N S,-6.40336,53.2869,10:00,15:00,School
ST BERNADETTES SENIOR N S,-6.39638,53.3502,11:00,16:00,School
SACRED HEART N S,-6.40122,53.3143,12:00,17:00,School
ST MARYS N S,-6.46626,53.3507,13:00,18:00,School
ST AIDANS NS,-6.4037,53.2861,14:00,19:00,School
GAELSCOIL CHLUAIN DOLCAIN,-6.40139,53.3234,07:00,12:00,School
DIVINE MERCY JUNIOR NATIONAL SCHOOL,-6.41483,53.3403,08:00,13:00,School
SCOIL CHAITLIN MAUDE,-6.39225,53.2759,09:00,14:00,School
Holy Rosary Primary School,-6.34771,53.273,10:00,15:00,School
ST KILIANS SENIOR N S,-6.36941,53.306,11:00,16:00,School
GAELSCOIL NAOMH PADRAIG,-6.43454,53.3504,12:00,17:00,School
ST DAMIENS NS,-6.32033,53.314,13:00,18:00,School
ST DOMINICS N S,-6.35646,53.2857,14:00,19:00,School
GAELSCOIL NA CAMOIGE,-6.39198,53.3234,07:00,12:00,School
GAELSCOIL CHNOC LIAMHNA,-6.3258,53.2843,08:00,13:00,School
LUCAN EDUCATE TOGETHER NS,-6.4245,53.351,09:00,14:00,School
GRIFFEEN VALLEY EDUCATE TOGETHER NS,-6.43284,53.3411,10:00,15:00,School
ST ANNES PRIMARY SCHOOL,-6.39105,53.2904,11:00,16:00,School
DIVINE MERCY SENIOR NATIONAL SCHOOL,-6.41582,53.3396,12:00,17:00,School
St. John the Evangelist National School,-6.45993,53.3361,13:00,18:00,School
GAELSCOIL EISCIR RIADA,-6.43579,53.3479,14:00,19:00,School
Adamstown Castle Educate Together National School,-6.45904,53.336,07:00,12:00,School
Esker Educate Together N.S.,-6.45906,53.3359,08:00,13:00,School
Lucan East ETNS,-6.43157,53.3381,09:00,14:00,School
Scoil Niamh Community National School,-6.43635,53.2838,10:00,15:00,School
City West Educate Together National School,-6.43635,53.2838,11:00,16:00,School
Firhouse Educate Together National School,-6.36575,53.2754,12:00,17:00,School
Gaelscoil na Giúise,-6.33773,53.2767,13:00,18:00,School
Scoil Oscair,-6.41909,53.3389,14:00,19:00,School
